Categoria;ID_Subcategoria;ID_Modelo;Cor;UF;ID_Cidade;ID_Regiao;Quantidade Vendida;Total Venda;Data Venda
Bicicletas;9.0;22.0;Azul;SC;443.0;5.0;1;2384.07;01/10/2019
Roupas;15.0;34.0;Amarela;SC;448.0;5.0;1;2384.07;01/11/2019
Roupas;15.0;36.0;Multi;MG;455.0;2.0;1;1120.49;01/08/2019
Bicicletas;2.0;5.0;Preto;RS;459.0;5.0;1;2384.07;01/10/2019
Acessórios;7.0;17.0;Vermelho;SE;471.0;1.0;1;4.99;01/09/2019
Acessórios;4.0;31.0;;SE;471.0;1.0;1;2443.35;01/11/2019
Bicicletas;9.0;22.0;Azul;CE;475.0;1.0;1;2384.07;01/09/2019
Bicicletas;9.0;22.0;Azul;AP;477.0;3.0;1;2384.07;01/09/2019
Acessórios;5.0;16.0;;MG;478.0;2.0;1;4.99;01/11/2019
Bicicletas;1.0;32.0;Prata;SE;479.0;1.0;1;34.99;01/10/2019
Componentes;20.0;44.0;Prata;PA;481.0;3.0;1;782.99;01/10/2019
Componentes;18.0;41.0;Amarela;MG;485.0;2.0;1;782.99;01/09/2019
Bicicletas;1.0;4.0;Prata;MG;485.0;2.0;1;2294.99;01/05/2019
Bicicletas;1.0;4.0;Preto;MG;485.0;2.0;1;769.49;01/08/2019
Acessórios;8.0;18.0;Prata;RN;486.0;1.0;1;2384.07;01/10/2019
Bicicletas;2.0;5.0;Preto;PB;493.0;1.0;1;2294.99;01/08/2019
Bicicletas;1.0;4.0;Preto;MS;494.0;4.0;1;2294.99;01/02/2019
Bicicletas;2.0;3.0;Vermelho;MS;494.0;4.0;2;4589.98;01/02/2019
Roupas;16.0;37.0;Preto;TO;495.0;3.0;1;1120.49;01/11/2019
Componentes;20.0;53.0;Prata;PE;496.0;1.0;1;34.99;01/10/2019
Acessórios;7.0;17.0;Preto;PR;498.0;5.0;1;2443.35;01/07/2019
Roupas;14.0;33.0;Multi;PR;498.0;5.0;1;2294.99;01/10/2019
Bicicletas;2.0;5.0;Preto;BA;499.0;1.0;1;769.49;01/02/2019
Roupas;15.0;36.0;Multi;BA;499.0;1.0;1;2443.35;01/10/2019
Bicicletas;1.0;4.0;Preto;PR;502.0;5.0;1;1120.49;01/04/2019
Bicicletas;2.0;5.0;Preto;MG;504.0;2.0;1;742.35;03/06/2019
Bicicletas;2.0;5.0;Vermelho;SE;505.0;1.0;1;69.99;01/08/2019
Roupas;13.0;30.0;Preto;SE;505.0;1.0;1;8.99;01/07/2019
Acessórios;5.0;15.0;;BA;507.0;1.0;1;2443.35;01/10/2019
Acessórios;7.0;17.0;Preto;CE;508.0;1.0;1;2443.35;01/09/2019
Roupas;10.0;24.0;Branca;PB;508.0;1.0;1;7.95;01/10/2019
Acessórios;7.0;17.0;Vermelho;RN;509.0;1.0;1;2443.35;01/08/2019
Roupas;14.0;33.0;Multi;TO;511.0;3.0;1;69.99;01/10/2019
Acessórios;5.0;19.0;;SC;514.0;5.0;1;2294.99;01/07/2019
Acessórios;7.0;17.0;Vermelho;PI;517.0;3.0;1;564.99;01/12/2019
Acessórios;4.0;31.0;;RS;521.0;5.0;2;69.99;01/08/2019
Roupas;16.0;37.0;Preto;RS;521.0;5.0;1;69.99;01/08/2019
Bicicletas;9.0;23.0;Azul;GO;522.0;4.0;1;21.98;01/09/2019
Bicicletas;2.0;29.0;Preto;GO;522.0;4.0;1;3399.99;01/12/2019
Roupas;15.0;34.0;Amarela;MS;523.0;4.0;1;69.99;01/08/2019
Bicicletas;1.0;32.0;Prata;PR;523.0;5.0;1;3578.27;01/10/2019
Roupas;15.0;34.0;Amarela;SP;525.0;2.0;1;69.99;01/09/2019
Bicicletas;2.0;29.0;Preto;RN;527.0;1.0;1;3399.99;01/10/2019
Acessórios;3.0;7.0;;PR;528.0;5.0;1;564.99;01/11/2019
Acessórios;5.0;11.0;;PB;530.0;1.0;1;564.99;01/08/2019
Componentes;19.0;42.0;;BA;532.0;1.0;1;564.99;01/09/2019
Roupas;16.0;37.0;Preto;SP;535.0;2.0;1;3399.99;01/08/2019
Bicicletas;2.0;6.0;Amarela;SP;535.0;2.0;1;3578.27;01/10/2019
Roupas;13.0;30.0;Preto;MT;541.0;4.0;1;3399.99;01/10/2019
Bicicletas;1.0;4.0;Prata;PI;547.0;3.0;1;3578.27;01/01/2019
Bicicletas;1.0;4.0;Prata;MT;548.0;4.0;1;782.99;01/01/2019
Acessórios;3.0;7.0;;MT;548.0;4.0;1;564.99;01/09/2019
Bicicletas;2.0;5.0;Preto;RS;550.0;5.0;1;2443.35;01/01/2019
Bicicletas;1.0;4.0;Preto;RS;550.0;5.0;1;2443.35;01/02/2019
Acessórios;7.0;17.0;Vermelho;GO;551.0;4.0;1;782.99;01/10/2019
Bicicletas;1.0;4.0;Preto;MG;555.0;2.0;1;2443.35;01/02/2019
Acessórios;7.0;17.0;Preto;MG;555.0;2.0;1;782.99;01/10/2019
Roupas;10.0;24.0;Branca;SP;558.0;2.0;1;3578.27;01/12/2019
Acessórios;7.0;17.0;Azul;PR;558.0;5.0;1;2443.35;01/08/2019
Acessórios;5.0;9.0;;SP;558.0;2.0;1;2443.35;01/08/2019
Roupas;16.0;37.0;Preto;PR;558.0;5.0;1;2443.35;01/12/2019
